From,To,Year of order,Duration,Quantity,Weapon description
Russia,India,2019.0,1,0.0,tank
Russia,India,2019.0,1,0.0,nuclear submarine
United States,India,2015.0,2,22.0,combat helicopter
Ukraine,India,1990.0,6,12.0,ship engine
United Kingdom,India,2014.0,1,0.0,BVRAAM
Russia,India,2010.0,5,29.0,FGA aircraft
France,India,2005.0,4,5.0,submarine
Ukraine,India,2006.0,2,6.0,ship engine
United States,India,2016.0,3,4.0,ASW aircraft
United States,India,2020.0,3,9.0,ASW helicopter
Israel,India,2021.0,1,0.0,loitering munition
Ukraine,India,1990.0,6,14.0,ship engine
Russia,India,1993.0,1,35.0,vehicle engine
Russia,India,1986.0,3,6.0,ASW MRL
Ukraine,India,2002.0,1,6.0,fighter aircraft
Ukraine,India,1997.0,2,6.0,ship engine
Ukraine,India,1997.0,3,8.0,ship engine
Russia,India,2003.0,2,6.0,transport helicopter
Russia,India,1993.0,1,80.0,SAM
South Africa,India,2000.0,1,75.0,APC
Israel,India,2001.0,1,2.0,air search radar
Russia,India,2001.0,2,5.0,AEW helicopter
Israel,India,2004.0,3,3.0,AEW radar
Poland,India,1999.0,1,12.0,trainer aircraft
Uzbekistan,India,2004.0,3,3.0,AEW&C aircraft
Russia,India,2006.0,2,3.0,frigate
South Africa,India,1998.0,1,90.0,APC
Russia,India,1997.0,2,3.0,frigate
United Kingdom,India,1997.0,1,2.0,FGA aircraft
Russia,India,1999.0,1,4.0,AEW helicopter
Russia,India,1995.0,1,1.0,tanker
Russia,India,1997.0,2,2.0,submarine
United Kingdom,India,1995.0,1,1.0,frigate
Canada,India,1967.0,1,3.0,light transport aircraft
Soviet Union,India,1962.0,1,16.0,helicopter
United Kingdom,India,1957.0,1,12.0,fighter aircraft
Soviet Union,India,1983.0,3,4.0,patrol craft
Soviet Union,India,1988.0,1,20.0,combat helicopter
Soviet Union,India,1985.0,3,20.0,transport aircraft
United Kingdom,India,1986.0,2,8.0,fighter aircraft
United Kingdom,India,1986.0,1,1.0,aircraft carrier
Soviet Union,India,1968.0,1,1.0,support ship
United Kingdom,India,1956.0,2,2.0,frigate
Soviet Union,India,1969.0,1,8.0,FAC
Soviet Union,India,1965.0,2,5.0,corvette
Poland,India,1973.0,2,4.0,landing ship
Poland,India,1965.0,1,2.0,landing ship
United Kingdom,India,1954.0,1,1.0,cruiser
United Kingdom,India,1954.0,2,3.0,frigate
Soviet Union,India,1984.0,1,8.0,ASW aircraft
United Kingdom,India,1957.0,1,1.0,aircraft carrier
Indonesia,India,1962.0,1,8.0,trainer aircraft
United Kingdom,India,1959.0,1,14.0,fighter aircraft
France,India,1953.0,1,71.0,FGA aircraft
Soviet Union,India,1982.0,4,6.0,minesweeper
Soviet Union,India,1982.0,2,2.0,destroyer
Soviet Union,India,1971.0,3,5.0,corvette
Soviet Union,India,1980.0,5,98.0,transport aircraft
Soviet Union,India,1975.0,3,3.0,corvette
Russia,India,2007.0,2,18.0,FGA aircraft
Russia,India,1996.0,2,22.0,FGA aircraft
Russia,India,1996.0,2,18.0,FGA aircraft
United Kingdom,India,1954.0,2,3.0,frigate
United Kingdom,India,1955.0,2,35.0,light aircraft
Germany,India,2023.0,1,1.0,light transport aircraft
Germany,India,2009.0,1,2.0,ship engine
Germany,India,2009.0,1,2.0,ship engine
Italy,India,2009.0,1,1.0,replenishment ship
Italy,India,2008.0,1,1.0,replenishment ship
Soviet Union,India,1956.0,1,1.0,transport aircraft
Czechoslovakia,India,1955.0,1,1.0,light aircraft
Soviet Union,India,1955.0,1,1.0,transport aircraft
Israel,India,1997.0,2,2.0,patrol craft
United States,India,2021.0,1,0.0,turbofan
United Kingdom,India,1999.0,2,17.0,FGA aircraft
Russia,India,2005.0,2,28.0,self-propelled MRL
United Kingdom,India,1985.0,1,1.0,landing ship
South Korea,India,1987.0,4,7.0,OPV
United Kingdom,India,1970.0,1,6.0,ASW helicopter
Israel,India,2020.0,1,0.0,combat aircraft radar
France,India,2021.0,2,6.0,ASW sonar
Soviet Union,India,1989.0,1,20.0,fighter aircraft
Russia,India,1994.0,1,10.0,fighter aircraft
Israel,India,2011.0,1,2.0,AGS/SIGINT system
United States,India,2017.0,1,1.0,heavy transport aircraft
Germany,India,2006.0,2,6.0,ship engine
Israel,India,2023.0,1,0.0,anti-tank missile
United States,India,2003.0,2,4.0,artillery locating radar
Soviet Union,India,1986.0,1,2.0,transport helicopter
Soviet Union,India,1989.0,1,2.0,transport helicopter
Israel,India,2006.0,3,3.0,multi-function radar
Germany,India,1981.0,3,4.0,submarine
Germany,India,1987.0,1,1.0,replenishment ship
Japan,India,1981.0,3,7.0,patrol craft
Russia,India,1987.0,6,7.0,FAC
Ukraine,India,2006.0,2,6.0,ship engine
Soviet Union,India,1987.0,5,6.0,FAC
Israel,India,2002.0,2,2.0,air search radar
Netherlands,India,1999.0,3,3.0,air search radar
United Kingdom,India,1979.0,1,18.0,FGA aircraft
Soviet Union,India,1962.0,1,2.0,fighter aircraft
Italy,India,1953.0,1,1.0,tanker
Russia,India,2005.0,2,2.0,ASW aircraft
Russia,India,2018.0,1,0.0,frigate
Russia,India,1998.0,1,10.0,FGA aircraft
Soviet Union,India,1981.0,1,2.0,ASW aircraft
Soviet Union,India,1975.0,1,3.0,ASW aircraft
Russia,India,2001.0,1,3.0,MP aircraft radar
United States,India,2002.0,1,8.0,artillery locating radar
Italy,India,2023.0,1,0.0,naval gun
United States,India,2013.0,1,6.0,transport aircraft
United Kingdom,India,1979.0,2,8.0,fighter aircraft
Soviet Union,India,1962.0,2,10.0,fighter aircraft
United States,India,2009.0,4,8.0,ASW aircraft
United States,India,2011.0,2,10.0,heavy transport aircraft
United Kingdom,India,1959.0,1,9.0,fighter aircraft
Soviet Union,India,1965.0,3,4.0,submarine
Soviet Union,India,1975.0,1,7.0,ASW helicopter
Soviet Union,India,1975.0,3,6.0,minesweeper
United Kingdom,India,1964.0,1,1.0,frigate
Soviet Union,India,1965.0,1,1.0,support ship
Soviet Union,India,1971.0,2,4.0,submarine
Ukraine,India,2013.0,3,12.0,ship engine
Russia,India,2004.0,1,1.0,aircraft carrier
United Kingdom,India,1952.0,1,10.0,light transport aircraft
Soviet Union,India,1960.0,1,8.0,transport aircraft
Singapore,India,1986.0,3,6.0,patrol craft
Canada,India,1962.0,1,5.0,light transport aircraft
Canada,India,1963.0,1,6.0,transport aircraft
Canada,India,1962.0,1,36.0,trainer aircraft
Soviet Union,India,1975.0,2,8.0,FAC
Soviet Union,India,1975.0,3,3.0,destroyer
Russia,India,1999.0,3,6.0,ASW MRL
Russia,India,2018.0,1,0.0,frigate
United States,India,2020.0,1,2.0,UAV
United States,India,2020.0,1,0.0,combat helicopter
United States,Indonesia,1975.0,2,16.0,ground attack aircraft
Netherlands,Indonesia,1985.0,1,2.0,MCM ship
Denmark,Indonesia,2004.0,3,8.0,ship engine
Australia,Indonesia,1980.0,2,6.0,maritime patrol aircraft
France,Indonesia,2005.0,2,4.0,ship engine
France,Indonesia,2004.0,1,4.0,ship engine
United States,Indonesia,1981.0,1,2.0,transport aircraft
United States,Indonesia,1979.0,3,8.0,transport aircraft
United States,Indonesia,1978.0,1,1.0,transport aircraft
United States,Indonesia,1981.0,1,1.0,transport aircraft
China,Indonesia,1958.0,1,12.0,bomber aircraft
Soviet Union,Indonesia,1963.0,1,12.0,bomber aircraft
France,Indonesia,2019.0,1,8.0,transport helicopter
Italy,Indonesia,2020.0,1,1.0,air search radar
Denmark,Indonesia,2019.0,2,4.0,air/sea search radar
Germany,Indonesia,2019.0,1,2.0,MCM ship
Czechia,Indonesia,2014.0,1,8.0,self-propelled MRL
Netherlands,Indonesia,1975.0,1,8.0,transport aircraft
France,Indonesia,2023.0,1,0.0,surveillance satellite
Turkiye,Indonesia,2019.0,1,0.0,tank
South Korea,Indonesia,1979.0,1,4.0,landing ship
Germany,Indonesia,2017.0,2,18.0,vehicle engine
Sweden,Indonesia,1994.0,3,4.0,naval gun
Germany,Indonesia,1975.0,2,8.0,ship engine
United States,Indonesia,1975.0,2,4.0,gas turbine
France,Indonesia,2005.0,1,2.0,ship engine
South Korea,Indonesia,2005.0,2,5.0,trainer aircraft
Turkiye,Indonesia,2022.0,1,0.0,SAM
Poland,Indonesia,2005.0,1,1.0,AA gun/SAM system
Russia,Indonesia,2008.0,1,3.0,FGA aircraft
Russia,Indonesia,2003.0,1,2.0,combat helicopter
Russia,Indonesia,2003.0,1,2.0,FGA aircraft
France,Indonesia,2004.0,2,5.0,light aircraft
France,Indonesia,1997.0,1,18.0,APC
Russia,Indonesia,2003.0,1,2.0,FGA aircraft
France,Indonesia,1996.0,1,18.0,APV
United States,Indonesia,1981.0,1,1.0,transport aircraft
United States,Indonesia,1961.0,1,1.0,tug
United Kingdom,Indonesia,1991.0,1,1.0,replenishment tanker
Netherlands,Indonesia,1989.0,1,2.0,frigate
Netherlands,Indonesia,1986.0,3,4.0,frigate
Soviet Union,Indonesia,1960.0,1,1.0,cruiser
Yugoslavia,Indonesia,1958.0,1,6.0,patrol craft
United States,Indonesia,1959.0,1,1.0,landing ship
Italy,Indonesia,1956.0,1,2.0,frigate
United States,Indonesia,1960.0,1,35.0,fighter aircraft
Soviet Union,Indonesia,1964.0,1,8.0,transport helicopter
Soviet Union,Indonesia,1962.0,1,6.0,transport aircraft
United States,Indonesia,1964.0,1,1.0,transport helicopter
United Kingdom,Indonesia,1955.0,1,8.0,trainer aircraft
United Kingdom,Indonesia,1984.0,2,3.0,frigate
United States,Indonesia,1982.0,1,9.0,light helicopter
United States,Indonesia,1983.0,1,28.0,reconnaissance AV
United States,Indonesia,1980.0,1,1.0,patrol craft
United States,Indonesia,1983.0,1,9.0,trainer aircraft
United States,Indonesia,1983.0,3,4.0,patrol craft
United Kingdom,Indonesia,1982.0,1,5.0,trainer/combat aircraft
Netherlands,Indonesia,1981.0,2,10.0,ASW helicopter
United Kingdom,Indonesia,1981.0,1,4.0,trainer/combat aircraft
United States,Indonesia,1981.0,1,2.0,maritime patrol aircraft
Switzerland,Indonesia,1980.0,1,20.0,trainer aircraft
Yugoslavia,Indonesia,1978.0,1,1.0,frigate
United States,Indonesia,1977.0,1,16.0,FGA aircraft
Germany,Indonesia,1977.0,1,2.0,submarine
South Korea,Indonesia,1976.0,2,4.0,FAC
Netherlands,Indonesia,1975.0,2,3.0,corvette
Brunei,Indonesia,2010.0,1,2.0,FAC
Canada,Indonesia,1980.0,2,6.0,MP aircraft radar
Israel,Indonesia,1981.0,1,1.0,FGA aircraft
United Kingdom,Indonesia,2021.0,1,0.0,frigate
Germany,Indonesia,2012.0,2,61.0,tank
France,Indonesia,2013.0,1,2.0,ASW sonar
Netherlands,Indonesia,2005.0,2,2.0,frigate
Netherlands,Indonesia,2004.0,1,2.0,frigate
Soviet Union,Indonesia,1962.0,3,7.0,frigate
South Korea,Indonesia,2000.0,1,0.0,transport ship
Russia,Indonesia,2010.0,1,6.0,transport helicopter
France,Indonesia,2004.0,1,2.0,ASW sonar
Italy,Indonesia,2005.0,2,2.0,naval gun
Italy,Indonesia,2004.0,1,2.0,naval gun
Australia,Indonesia,1973.0,2,6.0,light transport aircraft
Australia,Indonesia,1977.0,1,12.0,light helicopter
Netherlands,Indonesia,2012.0,1,1.0,frigate
South Korea,Indonesia,2011.0,3,3.0,submarine
Germany,Indonesia,1993.0,3,4.0,patrol craft
Russia,Indonesia,2008.0,1,3.0,FGA aircraft
France,Indonesia,2012.0,2,6.0,transport helicopter
South Korea,Indonesia,2017.0,1,1.0,AALS
United States,Indonesia,2019.0,1,5.0,light aircraft
United States,Indonesia,1986.0,2,12.0,FGA aircraft
Denmark,Indonesia,2017.0,1,2.0,ship engine
Brazil,Indonesia,2012.0,2,8.0,trainer/combat aircraft
China,Indonesia,2016.0,1,1.0,naval gun
China,Indonesia,2015.0,1,4.0,self-propelled MRL
United States,Indonesia,2019.0,1,3.0,transport aircraft
China,Indonesia,2015.0,1,1.0,fire control radar
China,Indonesia,2015.0,1,4.0,anti-aircraft gun
United Kingdom,Indonesia,2013.0,1,3.0,frigate
Germany,Indonesia,2012.0,3,42.0,tank
United States,Indonesia,1986.0,1,2.0,light aircraft
United States,Indonesia,2014.0,1,4.0,light aircraft
United Kingdom,Indonesia,1978.0,1,1.0,ship engine
Germany,Indonesia,1982.0,5,8.0,patrol craft
Spain,Indonesia,1976.0,1,2.0,transport aircraft
United Kingdom,Indonesia,1983.0,1,3.0,trainer/combat aircraft
South Korea,Indonesia,1981.0,1,2.0,landing ship
South Korea,Indonesia,2001.0,2,7.0,trainer aircraft
United Kingdom,Indonesia,1993.0,2,8.0,trainer/combat aircraft
Australia,Indonesia,1977.0,2,6.0,maritime patrol aircraft
Germany,Indonesia,2019.0,1,0.0,ship engine
France,Indonesia,2022.0,1,0.0,FGA aircraft
Spain,Indonesia,2021.0,1,0.0,transport aircraft
United States,Indonesia,1950.0,1,4.0,ship engine
Germany,Indonesia,2012.0,2,3.0,armoured bridgelayer
Brazil,Indonesia,2012.0,2,36.0,self-propelled MRL
Russia,Indonesia,2013.0,1,37.0,IFV
Germany,Indonesia,2012.0,1,3.0,AEV
France,Indonesia,2017.0,2,18.0,self-propelled gun
Australia,Indonesia,2023.0,1,15.0,APC
Russia,Indonesia,2008.0,1,17.0,IFV
Russia,Indonesia,2008.0,1,1.0,ARV
France,Indonesia,2023.0,1,0.0,tanker/transport aircraft
South Korea,Indonesia,2004.0,3,4.0,AALS
Italy,Indonesia,2013.0,1,3.0,naval gun
United States,Indonesia,2013.0,1,3.0,vehicle engine
France,Indonesia,2008.0,2,3.0,air search radar
South Korea,Indonesia,2011.0,2,16.0,trainer/combat aircraft
Australia,Indonesia,2013.0,1,3.0,APC
Brazil,Indonesia,2011.0,2,8.0,trainer/combat aircraft
Ukraine,Indonesia,2014.0,1,2.0,IFV
France,Indonesia,1983.0,3,4.0,transport helicopter
Netherlands,Indonesia,1949.0,1,2.0,corvette/minesweeper
United States,Indonesia,1996.0,1,3.0,helicopter
United States,Indonesia,1978.0,1,16.0,trainer aircraft
United States,Indonesia,1968.0,1,4.0,light aircraft
Germany,Indonesia,1992.0,1,9.0,minesweeper
Germany,Indonesia,1992.0,1,2.0,support/landing ship
Germany,Indonesia,1992.0,4,16.0,corvette
Singapore,Indonesia,2002.0,1,1.0,transport craft
France,Indonesia,2016.0,2,2.0,naval SAM system
Ukraine,Indonesia,1997.0,2,34.0,APC
Germany,Indonesia,2011.0,3,3.0,submarine sonar
Germany,Indonesia,2011.0,3,12.0,ship engine
United States,Indonesia,2013.0,1,4.0,light aircraft
United States,Indonesia,1959.0,1,4.0,transport aircraft
Canada,Indonesia,1956.0,1,2.0,light transport aircraft
Poland,Indonesia,2006.0,1,1.0,AA gun/SAM system
Australia,Indonesia,1973.0,1,2.0,transport aircraft
Netherlands,Indonesia,2020.0,1,0.0,air search radar
Netherlands,Indonesia,2020.0,1,0.0,fire control radar
Russia,Indonesia,2012.0,1,6.0,FGA aircraft
Italy,Indonesia,2023.0,1,0.0,surveillance satellite
Netherlands,Indonesia,2013.0,1,1.0,frigate
France,Indonesia,2005.0,2,2.0,ASW sonar
Denmark,Indonesia,2019.0,2,4.0,EO search/fire control
Turkiye,Indonesia,2023.0,1,0.0,anti-ship missile
Turkiye,Indonesia,2022.0,1,0.0,SSM
Turkiye,Indonesia,2022.0,1,0.0,SAM system
Turkiye,Indonesia,2022.0,1,0.0,SSM launcher
South Korea,Indonesia,2021.0,1,0.0,trainer/combat aircraft
Turkiye,Indonesia,2023.0,1,0.0,armed UAV
Sweden,Indonesia,2019.0,2,4.0,naval gun
United States,Iran,1970.0,1,32.0,FGA aircraft
United Kingdom,Iran,1965.0,1,1.0,destroyer
Russia,Iran,1998.0,1,5.0,transport helicopter
United States,Iran,1964.0,1,8.0,light aircraft
Russia,Iran,1999.0,2,22.0,transport helicopter
Russia,Iran,1993.0,1,1.0,submarine
China,Iran,1992.0,2,10.0,FAC
Russia,Iran,1991.0,2,2.0,submarine
Soviet Union,Iran,1989.0,1,14.0,fighter aircraft
Israel,Iran,1985.0,1,508.0,anti-tank missile
Israel,Iran,1986.0,1,500.0,anti-tank missile
United States,Iran,1964.0,1,2.0,trainer/light aircraft
United States,Iran,1971.0,2,2.0,destroyer
Germany,Iran,1972.0,1,2.0,support ship
United States,Iran,1964.0,2,69.0,light aircraft
United Kingdom,Iran,1974.0,1,1.0,support ship
United Kingdom,Iran,1972.0,1,2.0,landing ship
France,Iran,1974.0,3,12.0,FAC
United States,Iran,1974.0,1,36.0,FGA aircraft
United States,Iran,1972.0,3,102.0,FGA aircraft
United States,Iran,1967.0,2,32.0,FGA aircraft
United States,Iran,1975.0,2,6.0,transport helicopter
United Kingdom,Iran,1977.0,1,2.0,landing ship
United States,Iran,1974.0,1,1.0,ship engine
Pakistan,Iran,2002.0,1,1.0,trainer aircraft
United States,Iran,1966.0,1,2.0,corvette
United States,Iran,1948.0,2,10.0,light aircraft
United States,Iran,1961.0,1,2.0,corvette
United States,Iran,1963.0,1,2.0,minesweeper
Russia,Iran,2015.0,1,2.0,air search radar
United States,Iran,1975.0,2,28.0,FGA aircraft
United States,Iran,1957.0,1,1.0,light transport aircraft
Italy,Iran,1976.0,1,2.0,transport helicopter
United States,Iran,1962.0,1,4.0,transport aircraft
United States,Iran,1970.0,1,1.0,support ship
United Kingdom,Iran,1966.0,2,4.0,frigate
Russia,Iran,2015.0,1,4.0,SAM system
United States,Iran,1964.0,1,1.0,landing craft
United States,Iran,1957.0,2,2.0,landing craft
Italy,Iraq,1981.0,1,2.0,corvette
Germany,Iraq,1981.0,1,8.0,ship engine
United States,Iraq,2017.0,1,134.0,APV
Pakistan,Iraq,2021.0,1,4.0,trainer aircraft
United States,Iraq,2004.0,1,44.0,vehicle engine
Pakistan,Iraq,2004.0,1,44.0,APC
Australia,Iraq,2004.0,1,2.0,light aircraft
France,Iraq,1977.0,1,700.0,anti-tank missile
Soviet Union,Iraq,1984.0,2,15.0,light helicopter
Germany,Iraq,1990.0,1,6.0,light helicopter
France,Iraq,1968.0,2,70.0,ASM
Soviet Union,Iraq,1958.0,1,45.0,tank
United Kingdom,Iraq,1953.0,1,6.0,trainer aircraft
United Kingdom,Iraq,1953.0,1,12.0,fighter aircraft
Italy,Iraq,1981.0,1,1.0,replenishment ship
Poland,Iraq,1976.0,3,4.0,landing ship
Soviet Union,Iraq,1976.0,1,2.0,transport aircraft
Soviet Union,Iraq,1973.0,4,8.0,FAC
Ukraine,Iraq,2009.0,1,2.0,aircraft engine
Germany,Iraq,2009.0,2,24.0,light helicopter
China,Iraq,2002.0,1,5.0,patrol craft
Sweden,Iraq,1977.0,1,1.0,fire control radar
Sweden,Iraq,1977.0,1,1.0,ASW MRL
United States,Iraq,2010.0,1,2.0,OPV
Canada,Iraq,2009.0,2,15.0,aircraft engine
United States,Iraq,2009.0,1,3.0,light helicopter
United States,Iraq,2009.0,3,9.0,patrol craft
United States,Iraq,2009.0,2,24.0,light helicopter
United States,Iraq,2009.0,1,109.0,APC
Hungary,Iraq,2004.0,1,4.0,ARV
UAE,Iraq,2004.0,1,44.0,APC
United States,Iraq,2004.0,1,7.0,light aircraft
United States,Iraq,2007.0,2,20.0,light helicopter
United States,Iraq,2016.0,2,36.0,towed gun
Greece,Iraq,2005.0,2,100.0,IFV
Italy,Iraq,1980.0,1,6.0,transport helicopter
France,Iraq,1975.0,1,3.0,helicopter
United States,Iraq,2014.0,1,1.0,AGS aircraft
Soviet Union,Iraq,1988.0,1,2.0,patrol craft
United States,Iraq,1955.0,1,5.0,fighter aircraft
Russia,Iraq,2005.0,1,10.0,transport helicopter
Italy,Iraq,2006.0,1,4.0,patrol craft
France,Iraq,1983.0,1,5.0,FGA aircraft
United States,Iraq,2007.0,1,1.0,light transport aircraft
Jordan,Iraq,2004.0,1,50.0,IFV
Jordan,Iraq,2004.0,2,16.0,helicopter
Bulgaria,Iraq,2014.0,1,18.0,towed gun
United States,Iraq,2009.0,2,6.0,transport aircraft
United States,Iraq,2014.0,1,8.0,ARV
United States,Iraq,2014.0,1,6.0,tank
Germany,Iraq,2014.0,2,15.0,APC
United States,Iraq,2014.0,1,1500.0,anti-tank missile/ASM
Germany,Iraq,2015.0,1,5.0,APC
Germany,Iraq,2015.0,1,200.0,anti-tank missile
Hungary,Iraq,2004.0,1,77.0,tank
United States,Iraq,2019.0,1,1.0,air search radar
UAE,Iraq,2004.0,1,5.0,light helicopter
Ukraine,Iraq,2009.0,2,6.0,transport aircraft
United Kingdom,Iraq,2004.0,1,72.0,APV
United States,Iraq,2007.0,3,12.0,trainer/light aircraft
United States,Iraq,2009.0,2,15.0,trainer aircraft
Finland,Ireland,1997.0,1,2.0,ship engine
Canada,Ireland,1997.0,1,1.0,OPV
Italy,Ireland,1997.0,2,2.0,naval gun
New Zealand,Ireland,2022.0,1,2.0,patrol craft
United Kingdom,Ireland,1980.0,4,14.0,light tank
South Africa,Ireland,2008.0,1,27.0,APV
United States,Ireland,2006.0,2,2.0,MP aircraft radar
Switzerland,Ireland,2008.0,1,95.0,mortar
United States,Ireland,1991.0,1,4.0,aircraft engine
Germany,Ireland,2005.0,1,15.0,vehicle engine
Italy,Ireland,2006.0,1,2.0,helicopter
Italy,Ireland,2004.0,2,4.0,helicopter
Netherlands,Ireland,2002.0,1,8.0,fire control radar
United States,Ireland,1982.0,1,5.0,MP aircraft radar
Germany,Ireland,2005.0,1,2.0,light helicopter
Switzerland,Ireland,2003.0,1,8.0,trainer aircraft
Canada,Ireland,2000.0,1,1.0,OPV
United Kingdom,Ireland,1997.0,1,12.0,towed gun
France,Ireland,1963.0,2,3.0,light helicopter
Spain,Ireland,1991.0,1,2.0,maritime patrol aircraft
Sweden,Ireland,1985.0,1,1.0,air search radar
Italy,Ireland,1976.0,1,10.0,trainer aircraft
United Kingdom,Ireland,1970.0,1,2.0,minesweeper
France,Ireland,1982.0,1,5.0,helicopter
France,Ireland,1978.0,1,1.0,light helicopter
United Kingdom,Ireland,1979.0,1,1.0,light transport aircraft
Canada,Ireland,2019.0,1,4.0,aircraft engine
Finland,Ireland,2010.0,2,4.0,ship engine
Finland,Ireland,2000.0,1,2.0,ship engine
Switzerland,Ireland,2016.0,1,1.0,trainer aircraft
Switzerland,Ireland,2020.0,1,1.0,light transport aircraft
Switzerland,Ireland,2017.0,1,3.0,light transport aircraft
United Kingdom,Ireland,2010.0,2,2.0,OPV
Spain,Ireland,1991.0,1,1.0,transport aircraft
United Kingdom,Ireland,2014.0,1,1.0,OPV
Italy,Ireland,2016.0,1,1.0,naval gun
Finland,Ireland,2014.0,1,2.0,ship engine
Italy,Ireland,2014.0,1,1.0,naval gun
United Kingdom,Ireland,2016.0,1,1.0,OPV
Finland,Ireland,2016.0,1,2.0,ship engine
Norway,Ireland,2005.0,1,15.0,APC turret
Switzerland,Ireland,1999.0,2,40.0,APC
Switzerland,Ireland,2005.0,1,6.0,IFV
Switzerland,Ireland,2005.0,1,9.0,APC
Switzerland,Ireland,2003.0,1,25.0,APC
United Kingdom,Ireland,1958.0,2,8.0,tank
Canada,Ireland,2022.0,1,2.0,aircraft engine
Spain,Ireland,2022.0,1,1.0,transport aircraft
Netherlands,Israel,1967.0,1,75.0,vehicle engine
Germany,Israel,2022.0,1,0.0,submarine
United States,Israel,2011.0,1,160.0,self-propelled mortar
United States,Israel,2021.0,1,0.0,tanker/transport aircraft
Germany,Israel,2003.0,1,4.0,turbofan
United States,Israel,2000.0,1,1.0,transport aircraft
United States,Israel,2001.0,1,24.0,transport helicopter
United Kingdom,Israel,1962.0,1,45.0,tank
United Kingdom,Israel,1958.0,1,14.0,tank
United Kingdom,Israel,1960.0,1,60.0,tank
United States,Israel,1965.0,2,210.0,tank
Switzerland,Israel,1967.0,1,1.0,light transport aircraft
