From,To,Year of order,Duration,Quantity,Weapon description,Weight
Germany,Hungary,1991.0,1,3.0,fighter aircraft,8.0
Germany,Hungary,1993.0,1,20.0,trainer/combat aircraft,5.0
Russia,Hungary,2014.0,1,3.0,transport helicopter,3.0
Czechia,Hungary,2022.0,1,0.0,trainer/combat aircraft,5.0
Russia,Hungary,1993.0,1,28.0,FGA aircraft,8.0
Czechoslovakia,Hungary,1968.0,1,40.0,fighter aircraft,8.0
Brazil,Hungary,2020.0,1,0.0,transport aircraft,3.0
Germany,Hungary,2020.0,1,1.0,armoured bridgelayer,2.0
Germany,Hungary,2018.0,1,5.0,tank,8.0
Turkiye,Hungary,2023.0,1,0.0,APV,3.0
Norway,Iceland,2006.0,1,1.0,OPV,2.0
Germany,India,2005.0,4,20.0,ship engine,2.0
Germany,India,2016.0,1,0.0,ship engine,2.0
France,India,2021.0,1,2.0,FGA aircraft,8.0
Israel,India,2021.0,1,0.0,armed UAV,5.0
United States,India,2016.0,1,12.0,anti-ship missile/SSM,8.0
United States,India,2008.0,2,6.0,transport aircraft,3.0
France,India,2021.0,1,0.0,ASM,8.0
Brazil,India,2008.0,2,3.0,transport aircraft,3.0
United Kingdom,India,1968.0,2,2.0,frigate,5.0
United States,India,2006.0,1,1.0,AALS,1.0
United States,India,2020.0,1,10.0,anti-ship missile/SSM,8.0
Slovakia,India,1993.0,1,35.0,ARV,2.0
Russia,India,2019.0,1,0.0,tank,8.0
Russia,India,2019.0,1,0.0,nuclear submarine,13.0
United States,India,2015.0,2,22.0,combat helicopter,5.0
Ukraine,India,1990.0,6,12.0,ship engine,2.0
United Kingdom,India,2014.0,1,0.0,BVRAAM,8.0
Russia,India,2010.0,5,29.0,FGA aircraft,8.0
France,India,2005.0,4,5.0,submarine,8.0
Ukraine,India,2006.0,2,6.0,ship engine,2.0
United States,India,2016.0,3,4.0,ASW aircraft,5.0
United States,India,2020.0,3,9.0,ASW helicopter,5.0
Israel,India,2021.0,1,0.0,loitering munition,5.0
Ukraine,India,1990.0,6,14.0,ship engine,2.0
Russia,India,1993.0,1,35.0,vehicle engine,2.0
Russia,India,1986.0,3,6.0,ASW MRL,3.0
Ukraine,India,2002.0,1,6.0,fighter aircraft,8.0
Ukraine,India,1997.0,2,6.0,ship engine,2.0
Ukraine,India,1997.0,3,8.0,ship engine,2.0
Russia,India,2003.0,2,6.0,transport helicopter,3.0
Russia,India,1993.0,1,80.0,SAM,5.0
South Africa,India,2000.0,1,75.0,APC,3.0
Israel,India,2001.0,1,2.0,air search radar,3.0
Russia,India,2001.0,2,5.0,AEW helicopter,5.0
Israel,India,2004.0,3,3.0,AEW radar,3.0
Poland,India,1999.0,1,12.0,trainer aircraft,2.0
Uzbekistan,India,2004.0,3,3.0,AEW&C aircraft,8.0
Russia,India,2006.0,2,3.0,frigate,5.0
South Africa,India,1998.0,1,90.0,APC,3.0
Russia,India,1997.0,2,3.0,frigate,5.0
United Kingdom,India,1997.0,1,2.0,FGA aircraft,8.0
Russia,India,1999.0,1,4.0,AEW helicopter,5.0
Russia,India,1995.0,1,1.0,tanker,2.0
Russia,India,1997.0,2,2.0,submarine,8.0
United Kingdom,India,1995.0,1,1.0,frigate,5.0
Canada,India,1967.0,1,3.0,light transport aircraft,2.0
Soviet Union,India,1962.0,1,16.0,helicopter,3.0
United Kingdom,India,1957.0,1,12.0,fighter aircraft,8.0
Soviet Union,India,1983.0,3,4.0,patrol craft,2.0
Soviet Union,India,1988.0,1,20.0,combat helicopter,5.0
Soviet Union,India,1985.0,3,20.0,transport aircraft,3.0
United Kingdom,India,1986.0,2,8.0,fighter aircraft,8.0
United Kingdom,India,1986.0,1,1.0,aircraft carrier,13.0
Soviet Union,India,1968.0,1,1.0,support ship,2.0
United Kingdom,India,1956.0,2,2.0,frigate,5.0
Soviet Union,India,1969.0,1,8.0,FAC,3.0
Soviet Union,India,1965.0,2,5.0,corvette,5.0
Poland,India,1973.0,2,4.0,landing ship,5.0
Poland,India,1965.0,1,2.0,landing ship,5.0
United Kingdom,India,1954.0,1,1.0,cruiser,8.0
United Kingdom,India,1954.0,2,3.0,frigate,5.0
Soviet Union,India,1984.0,1,8.0,ASW aircraft,5.0
United Kingdom,India,1957.0,1,1.0,aircraft carrier,13.0
Indonesia,India,1962.0,1,8.0,trainer aircraft,2.0
United Kingdom,India,1959.0,1,14.0,fighter aircraft,8.0
France,India,1953.0,1,71.0,FGA aircraft,8.0
Soviet Union,India,1982.0,4,6.0,minesweeper,2.0
Soviet Union,India,1982.0,2,2.0,destroyer,8.0
Soviet Union,India,1971.0,3,5.0,corvette,5.0
Soviet Union,India,1980.0,5,98.0,transport aircraft,3.0
Soviet Union,India,1975.0,3,3.0,corvette,5.0
Russia,India,2007.0,2,18.0,FGA aircraft,8.0
Russia,India,1996.0,2,22.0,FGA aircraft,8.0
Russia,India,1996.0,2,18.0,FGA aircraft,8.0
United Kingdom,India,1954.0,2,3.0,frigate,5.0
United Kingdom,India,1955.0,2,35.0,light aircraft,2.0
Germany,India,2023.0,1,1.0,light transport aircraft,2.0
Germany,India,2009.0,1,2.0,ship engine,2.0
Germany,India,2009.0,1,2.0,ship engine,2.0
Italy,India,2009.0,1,1.0,replenishment ship,2.0
Italy,India,2008.0,1,1.0,replenishment ship,2.0
Soviet Union,India,1956.0,1,1.0,transport aircraft,3.0
Czechoslovakia,India,1955.0,1,1.0,light aircraft,2.0
Soviet Union,India,1955.0,1,1.0,transport aircraft,3.0
Israel,India,1997.0,2,2.0,patrol craft,2.0
United States,India,2021.0,1,0.0,turbofan,2.0
United Kingdom,India,1999.0,2,17.0,FGA aircraft,8.0
Russia,India,2005.0,2,28.0,self-propelled MRL,5.0
United Kingdom,India,1985.0,1,1.0,landing ship,5.0
South Korea,India,1987.0,4,7.0,OPV,2.0
United Kingdom,India,1970.0,1,6.0,ASW helicopter,5.0
Israel,India,2020.0,1,0.0,combat aircraft radar,3.0
France,India,2021.0,2,6.0,ASW sonar,3.0
Soviet Union,India,1989.0,1,20.0,fighter aircraft,8.0
Russia,India,1994.0,1,10.0,fighter aircraft,8.0
Israel,India,2011.0,1,2.0,AGS/SIGINT system,3.0
United States,India,2017.0,1,1.0,heavy transport aircraft,5.0
Germany,India,2006.0,2,6.0,ship engine,2.0
Israel,India,2023.0,1,0.0,anti-tank missile,5.0
United States,India,2003.0,2,4.0,artillery locating radar,3.0
Soviet Union,India,1986.0,1,2.0,transport helicopter,3.0
Soviet Union,India,1989.0,1,2.0,transport helicopter,3.0
Israel,India,2006.0,3,3.0,multi-function radar,3.0
Germany,India,1981.0,3,4.0,submarine,8.0
Germany,India,1987.0,1,1.0,replenishment ship,2.0
Japan,India,1981.0,3,7.0,patrol craft,2.0
Russia,India,1987.0,6,7.0,FAC,3.0
Ukraine,India,2006.0,2,6.0,ship engine,2.0
Soviet Union,India,1987.0,5,6.0,FAC,3.0
Israel,India,2002.0,2,2.0,air search radar,3.0
Netherlands,India,1999.0,3,3.0,air search radar,3.0
United Kingdom,India,1979.0,1,18.0,FGA aircraft,8.0
Soviet Union,India,1962.0,1,2.0,fighter aircraft,8.0
Italy,India,1953.0,1,1.0,tanker,2.0
Russia,India,2005.0,2,2.0,ASW aircraft,5.0
Russia,India,2018.0,1,0.0,frigate,5.0
Russia,India,1998.0,1,10.0,FGA aircraft,8.0
Soviet Union,India,1981.0,1,2.0,ASW aircraft,5.0
Soviet Union,India,1975.0,1,3.0,ASW aircraft,5.0
Russia,India,2001.0,1,3.0,MP aircraft radar,3.0
United States,India,2002.0,1,8.0,artillery locating radar,3.0
Italy,India,2023.0,1,0.0,naval gun,3.0
United States,India,2013.0,1,6.0,transport aircraft,3.0
United Kingdom,India,1979.0,2,8.0,fighter aircraft,8.0
Soviet Union,India,1962.0,2,10.0,fighter aircraft,8.0
United States,India,2009.0,4,8.0,ASW aircraft,5.0
United States,India,2011.0,2,10.0,heavy transport aircraft,5.0
United Kingdom,India,1959.0,1,9.0,fighter aircraft,8.0
Soviet Union,India,1965.0,3,4.0,submarine,8.0
Soviet Union,India,1975.0,1,7.0,ASW helicopter,5.0
Soviet Union,India,1975.0,3,6.0,minesweeper,2.0
United Kingdom,India,1964.0,1,1.0,frigate,5.0
Soviet Union,India,1965.0,1,1.0,support ship,2.0
Soviet Union,India,1971.0,2,4.0,submarine,8.0
Ukraine,India,2013.0,3,12.0,ship engine,2.0
Russia,India,2004.0,1,1.0,aircraft carrier,13.0
United Kingdom,India,1952.0,1,10.0,light transport aircraft,2.0
Soviet Union,India,1960.0,1,8.0,transport aircraft,3.0
Singapore,India,1986.0,3,6.0,patrol craft,2.0
Canada,India,1962.0,1,5.0,light transport aircraft,2.0
Canada,India,1963.0,1,6.0,transport aircraft,3.0
Canada,India,1962.0,1,36.0,trainer aircraft,2.0
Soviet Union,India,1975.0,2,8.0,FAC,3.0
Soviet Union,India,1975.0,3,3.0,destroyer,8.0
Russia,India,1999.0,3,6.0,ASW MRL,3.0
Russia,India,2018.0,1,0.0,frigate,5.0
United States,India,2020.0,1,2.0,UAV,3.0
United States,India,2020.0,1,0.0,combat helicopter,5.0
United States,Indonesia,1975.0,2,16.0,ground attack aircraft,8.0
Netherlands,Indonesia,1985.0,1,2.0,MCM ship,3.0
Denmark,Indonesia,2004.0,3,8.0,ship engine,2.0
Australia,Indonesia,1980.0,2,6.0,maritime patrol aircraft,3.0
France,Indonesia,2005.0,2,4.0,ship engine,2.0
France,Indonesia,2004.0,1,4.0,ship engine,2.0
United States,Indonesia,1981.0,1,2.0,transport aircraft,3.0
United States,Indonesia,1979.0,3,8.0,transport aircraft,3.0
United States,Indonesia,1978.0,1,1.0,transport aircraft,3.0
United States,Indonesia,1981.0,1,1.0,transport aircraft,3.0
China,Indonesia,1958.0,1,12.0,bomber aircraft,8.0
Soviet Union,Indonesia,1963.0,1,12.0,bomber aircraft,8.0
France,Indonesia,2019.0,1,8.0,transport helicopter,3.0
Italy,Indonesia,2020.0,1,1.0,air search radar,3.0
Denmark,Indonesia,2019.0,2,4.0,air/sea search radar,3.0
Germany,Indonesia,2019.0,1,2.0,MCM ship,3.0
Czechia,Indonesia,2014.0,1,8.0,self-propelled MRL,5.0
Netherlands,Indonesia,1975.0,1,8.0,transport aircraft,3.0
France,Indonesia,2023.0,1,0.0,surveillance satellite,8.0
Turkiye,Indonesia,2019.0,1,0.0,tank,8.0
South Korea,Indonesia,1979.0,1,4.0,landing ship,5.0
Germany,Indonesia,2017.0,2,18.0,vehicle engine,2.0
Sweden,Indonesia,1994.0,3,4.0,naval gun,3.0
Germany,Indonesia,1975.0,2,8.0,ship engine,2.0
United States,Indonesia,1975.0,2,4.0,gas turbine,2.0
France,Indonesia,2005.0,1,2.0,ship engine,2.0
South Korea,Indonesia,2005.0,2,5.0,trainer aircraft,2.0
Turkiye,Indonesia,2022.0,1,0.0,SAM,5.0
Poland,Indonesia,2005.0,1,1.0,AA gun/SAM system,5.0
Russia,Indonesia,2008.0,1,3.0,FGA aircraft,8.0
Russia,Indonesia,2003.0,1,2.0,combat helicopter,5.0
Russia,Indonesia,2003.0,1,2.0,FGA aircraft,8.0
France,Indonesia,2004.0,2,5.0,light aircraft,2.0
France,Indonesia,1997.0,1,18.0,APC,3.0
Russia,Indonesia,2003.0,1,2.0,FGA aircraft,8.0
France,Indonesia,1996.0,1,18.0,APV,3.0
United States,Indonesia,1981.0,1,1.0,transport aircraft,3.0
United States,Indonesia,1961.0,1,1.0,tug,1.0
United Kingdom,Indonesia,1991.0,1,1.0,replenishment tanker,2.0
Netherlands,Indonesia,1989.0,1,2.0,frigate,5.0
Netherlands,Indonesia,1986.0,3,4.0,frigate,5.0
Soviet Union,Indonesia,1960.0,1,1.0,cruiser,8.0
Yugoslavia,Indonesia,1958.0,1,6.0,patrol craft,2.0
United States,Indonesia,1959.0,1,1.0,landing ship,5.0
Italy,Indonesia,1956.0,1,2.0,frigate,5.0
United States,Indonesia,1960.0,1,35.0,fighter aircraft,8.0
Soviet Union,Indonesia,1964.0,1,8.0,transport helicopter,3.0
Soviet Union,Indonesia,1962.0,1,6.0,transport aircraft,3.0
United States,Indonesia,1964.0,1,1.0,transport helicopter,3.0
United Kingdom,Indonesia,1955.0,1,8.0,trainer aircraft,2.0
United Kingdom,Indonesia,1984.0,2,3.0,frigate,5.0
United States,Indonesia,1982.0,1,9.0,light helicopter,2.0
United States,Indonesia,1983.0,1,28.0,reconnaissance AV,3.0
United States,Indonesia,1980.0,1,1.0,patrol craft,2.0
United States,Indonesia,1983.0,1,9.0,trainer aircraft,2.0
United States,Indonesia,1983.0,3,4.0,patrol craft,2.0
United Kingdom,Indonesia,1982.0,1,5.0,trainer/combat aircraft,5.0
Netherlands,Indonesia,1981.0,2,10.0,ASW helicopter,5.0
United Kingdom,Indonesia,1981.0,1,4.0,trainer/combat aircraft,5.0
United States,Indonesia,1981.0,1,2.0,maritime patrol aircraft,3.0
Switzerland,Indonesia,1980.0,1,20.0,trainer aircraft,2.0
Yugoslavia,Indonesia,1978.0,1,1.0,frigate,5.0
United States,Indonesia,1977.0,1,16.0,FGA aircraft,8.0
Germany,Indonesia,1977.0,1,2.0,submarine,8.0
South Korea,Indonesia,1976.0,2,4.0,FAC,3.0
Netherlands,Indonesia,1975.0,2,3.0,corvette,5.0
Brunei,Indonesia,2010.0,1,2.0,FAC,3.0
Canada,Indonesia,1980.0,2,6.0,MP aircraft radar,3.0
Israel,Indonesia,1981.0,1,1.0,FGA aircraft,8.0
United Kingdom,Indonesia,2021.0,1,0.0,frigate,5.0
Germany,Indonesia,2012.0,2,61.0,tank,8.0
France,Indonesia,2013.0,1,2.0,ASW sonar,3.0
Netherlands,Indonesia,2005.0,2,2.0,frigate,5.0
Netherlands,Indonesia,2004.0,1,2.0,frigate,5.0
Soviet Union,Indonesia,1962.0,3,7.0,frigate,5.0
South Korea,Indonesia,2000.0,1,0.0,transport ship,2.0
Russia,Indonesia,2010.0,1,6.0,transport helicopter,3.0
France,Indonesia,2004.0,1,2.0,ASW sonar,3.0
Italy,Indonesia,2005.0,2,2.0,naval gun,3.0
Italy,Indonesia,2004.0,1,2.0,naval gun,3.0
Australia,Indonesia,1973.0,2,6.0,light transport aircraft,2.0
Australia,Indonesia,1977.0,1,12.0,light helicopter,2.0
Netherlands,Indonesia,2012.0,1,1.0,frigate,5.0
South Korea,Indonesia,2011.0,3,3.0,submarine,8.0
Germany,Indonesia,1993.0,3,4.0,patrol craft,2.0
Russia,Indonesia,2008.0,1,3.0,FGA aircraft,8.0
France,Indonesia,2012.0,2,6.0,transport helicopter,3.0
South Korea,Indonesia,2017.0,1,1.0,AALS,1.0
United States,Indonesia,2019.0,1,5.0,light aircraft,2.0
United States,Indonesia,1986.0,2,12.0,FGA aircraft,8.0
Denmark,Indonesia,2017.0,1,2.0,ship engine,2.0
Brazil,Indonesia,2012.0,2,8.0,trainer/combat aircraft,5.0
China,Indonesia,2016.0,1,1.0,naval gun,3.0
China,Indonesia,2015.0,1,4.0,self-propelled MRL,5.0
United States,Indonesia,2019.0,1,3.0,transport aircraft,3.0
China,Indonesia,2015.0,1,1.0,fire control radar,3.0
China,Indonesia,2015.0,1,4.0,anti-aircraft gun,3.0
United Kingdom,Indonesia,2013.0,1,3.0,frigate,5.0
Germany,Indonesia,2012.0,3,42.0,tank,8.0
United States,Indonesia,1986.0,1,2.0,light aircraft,2.0
United States,Indonesia,2014.0,1,4.0,light aircraft,2.0
United Kingdom,Indonesia,1978.0,1,1.0,ship engine,2.0
Germany,Indonesia,1982.0,5,8.0,patrol craft,2.0
Spain,Indonesia,1976.0,1,2.0,transport aircraft,3.0
United Kingdom,Indonesia,1983.0,1,3.0,trainer/combat aircraft,5.0
South Korea,Indonesia,1981.0,1,2.0,landing ship,5.0
South Korea,Indonesia,2001.0,2,7.0,trainer aircraft,2.0
United Kingdom,Indonesia,1993.0,2,8.0,trainer/combat aircraft,5.0
Australia,Indonesia,1977.0,2,6.0,maritime patrol aircraft,3.0
Germany,Indonesia,2019.0,1,0.0,ship engine,2.0
France,Indonesia,2022.0,1,0.0,FGA aircraft,8.0
Spain,Indonesia,2021.0,1,0.0,transport aircraft,3.0
United States,Indonesia,1950.0,1,4.0,ship engine,2.0
Germany,Indonesia,2012.0,2,3.0,armoured bridgelayer,2.0
Brazil,Indonesia,2012.0,2,36.0,self-propelled MRL,5.0
Russia,Indonesia,2013.0,1,37.0,IFV,5.0
Germany,Indonesia,2012.0,1,3.0,AEV,2.0
France,Indonesia,2017.0,2,18.0,self-propelled gun,5.0
Australia,Indonesia,2023.0,1,15.0,APC,3.0
Russia,Indonesia,2008.0,1,17.0,IFV,5.0
Russia,Indonesia,2008.0,1,1.0,ARV,2.0
France,Indonesia,2023.0,1,0.0,tanker/transport aircraft,3.0
South Korea,Indonesia,2004.0,3,4.0,AALS,1.0
Italy,Indonesia,2013.0,1,3.0,naval gun,3.0
United States,Indonesia,2013.0,1,3.0,vehicle engine,2.0
France,Indonesia,2008.0,2,3.0,air search radar,3.0
South Korea,Indonesia,2011.0,2,16.0,trainer/combat aircraft,5.0
Australia,Indonesia,2013.0,1,3.0,APC,3.0
Brazil,Indonesia,2011.0,2,8.0,trainer/combat aircraft,5.0
Ukraine,Indonesia,2014.0,1,2.0,IFV,5.0
France,Indonesia,1983.0,3,4.0,transport helicopter,3.0
Netherlands,Indonesia,1949.0,1,2.0,corvette/minesweeper,5.0
United States,Indonesia,1996.0,1,3.0,helicopter,3.0
United States,Indonesia,1978.0,1,16.0,trainer aircraft,2.0
United States,Indonesia,1968.0,1,4.0,light aircraft,2.0
Germany,Indonesia,1992.0,1,9.0,minesweeper,2.0
Germany,Indonesia,1992.0,1,2.0,support/landing ship,3.0
Germany,Indonesia,1992.0,4,16.0,corvette,5.0
Singapore,Indonesia,2002.0,1,1.0,transport craft,2.0
France,Indonesia,2016.0,2,2.0,naval SAM system,5.0
Ukraine,Indonesia,1997.0,2,34.0,APC,3.0
Germany,Indonesia,2011.0,3,3.0,submarine sonar,3.0
Germany,Indonesia,2011.0,3,12.0,ship engine,2.0
United States,Indonesia,2013.0,1,4.0,light aircraft,2.0
United States,Indonesia,1959.0,1,4.0,transport aircraft,3.0
Canada,Indonesia,1956.0,1,2.0,light transport aircraft,2.0
Poland,Indonesia,2006.0,1,1.0,AA gun/SAM system,5.0
Australia,Indonesia,1973.0,1,2.0,transport aircraft,3.0
Netherlands,Indonesia,2020.0,1,0.0,air search radar,3.0
Netherlands,Indonesia,2020.0,1,0.0,fire control radar,3.0
Russia,Indonesia,2012.0,1,6.0,FGA aircraft,8.0
Italy,Indonesia,2023.0,1,0.0,surveillance satellite,8.0
Netherlands,Indonesia,2013.0,1,1.0,frigate,5.0
France,Indonesia,2005.0,2,2.0,ASW sonar,3.0
Denmark,Indonesia,2019.0,2,4.0,EO search/fire control,3.0
Turkiye,Indonesia,2023.0,1,0.0,anti-ship missile,8.0
Turkiye,Indonesia,2022.0,1,0.0,SSM,8.0
Turkiye,Indonesia,2022.0,1,0.0,SAM system,5.0
Turkiye,Indonesia,2022.0,1,0.0,SSM launcher,5.0
South Korea,Indonesia,2021.0,1,0.0,trainer/combat aircraft,5.0
Turkiye,Indonesia,2023.0,1,0.0,armed UAV,5.0
Sweden,Indonesia,2019.0,2,4.0,naval gun,3.0
United States,Iran,1970.0,1,32.0,FGA aircraft,8.0
United Kingdom,Iran,1965.0,1,1.0,destroyer,8.0
Russia,Iran,1998.0,1,5.0,transport helicopter,3.0
United States,Iran,1964.0,1,8.0,light aircraft,2.0
Russia,Iran,1999.0,2,22.0,transport helicopter,3.0
Russia,Iran,1993.0,1,1.0,submarine,8.0
China,Iran,1992.0,2,10.0,FAC,3.0
Russia,Iran,1991.0,2,2.0,submarine,8.0
Soviet Union,Iran,1989.0,1,14.0,fighter aircraft,8.0
Israel,Iran,1985.0,1,508.0,anti-tank missile,5.0
Israel,Iran,1986.0,1,500.0,anti-tank missile,5.0
United States,Iran,1964.0,1,2.0,trainer/light aircraft,2.0
United States,Iran,1971.0,2,2.0,destroyer,8.0
Germany,Iran,1972.0,1,2.0,support ship,2.0
United States,Iran,1964.0,2,69.0,light aircraft,2.0
United Kingdom,Iran,1974.0,1,1.0,support ship,2.0
United Kingdom,Iran,1972.0,1,2.0,landing ship,5.0
France,Iran,1974.0,3,12.0,FAC,3.0
United States,Iran,1974.0,1,36.0,FGA aircraft,8.0
United States,Iran,1972.0,3,102.0,FGA aircraft,8.0
United States,Iran,1967.0,2,32.0,FGA aircraft,8.0
United States,Iran,1975.0,2,6.0,transport helicopter,3.0
United Kingdom,Iran,1977.0,1,2.0,landing ship,5.0
United States,Iran,1974.0,1,1.0,ship engine,2.0
Pakistan,Iran,2002.0,1,1.0,trainer aircraft,2.0
United States,Iran,1966.0,1,2.0,corvette,5.0
United States,Iran,1948.0,2,10.0,light aircraft,2.0
United States,Iran,1961.0,1,2.0,corvette,5.0
United States,Iran,1963.0,1,2.0,minesweeper,2.0
Russia,Iran,2015.0,1,2.0,air search radar,3.0
United States,Iran,1975.0,2,28.0,FGA aircraft,8.0
United States,Iran,1957.0,1,1.0,light transport aircraft,2.0
Italy,Iran,1976.0,1,2.0,transport helicopter,3.0
United States,Iran,1962.0,1,4.0,transport aircraft,3.0
United States,Iran,1970.0,1,1.0,support ship,2.0
United Kingdom,Iran,1966.0,2,4.0,frigate,5.0
Russia,Iran,2015.0,1,4.0,SAM system,5.0
United States,Iran,1964.0,1,1.0,landing craft,3.0
United States,Iran,1957.0,2,2.0,landing craft,3.0
Italy,Iraq,1981.0,1,2.0,corvette,5.0
Germany,Iraq,1981.0,1,8.0,ship engine,2.0
United States,Iraq,2017.0,1,134.0,APV,3.0
Pakistan,Iraq,2021.0,1,4.0,trainer aircraft,2.0
United States,Iraq,2004.0,1,44.0,vehicle engine,2.0
Pakistan,Iraq,2004.0,1,44.0,APC,3.0
Australia,Iraq,2004.0,1,2.0,light aircraft,2.0
France,Iraq,1977.0,1,700.0,anti-tank missile,5.0
Soviet Union,Iraq,1984.0,2,15.0,light helicopter,2.0
Germany,Iraq,1990.0,1,6.0,light helicopter,2.0
France,Iraq,1968.0,2,70.0,ASM,8.0
Soviet Union,Iraq,1958.0,1,45.0,tank,8.0
United Kingdom,Iraq,1953.0,1,6.0,trainer aircraft,2.0
United Kingdom,Iraq,1953.0,1,12.0,fighter aircraft,8.0
Italy,Iraq,1981.0,1,1.0,replenishment ship,2.0
Poland,Iraq,1976.0,3,4.0,landing ship,5.0
Soviet Union,Iraq,1976.0,1,2.0,transport aircraft,3.0
Soviet Union,Iraq,1973.0,4,8.0,FAC,3.0
Ukraine,Iraq,2009.0,1,2.0,aircraft engine,2.0
Germany,Iraq,2009.0,2,24.0,light helicopter,2.0
China,Iraq,2002.0,1,5.0,patrol craft,2.0
Sweden,Iraq,1977.0,1,1.0,fire control radar,3.0
Sweden,Iraq,1977.0,1,1.0,ASW MRL,3.0
United States,Iraq,2010.0,1,2.0,OPV,2.0
Canada,Iraq,2009.0,2,15.0,aircraft engine,2.0
United States,Iraq,2009.0,1,3.0,light helicopter,2.0
United States,Iraq,2009.0,3,9.0,patrol craft,2.0
United States,Iraq,2009.0,2,24.0,light helicopter,2.0
United States,Iraq,2009.0,1,109.0,APC,3.0
Hungary,Iraq,2004.0,1,4.0,ARV,2.0
UAE,Iraq,2004.0,1,44.0,APC,3.0
United States,Iraq,2004.0,1,7.0,light aircraft,2.0
United States,Iraq,2007.0,2,20.0,light helicopter,2.0
United States,Iraq,2016.0,2,36.0,towed gun,3.0
Greece,Iraq,2005.0,2,100.0,IFV,5.0
Italy,Iraq,1980.0,1,6.0,transport helicopter,3.0
France,Iraq,1975.0,1,3.0,helicopter,3.0
United States,Iraq,2014.0,1,1.0,AGS aircraft,3.0
Soviet Union,Iraq,1988.0,1,2.0,patrol craft,2.0
United States,Iraq,1955.0,1,5.0,fighter aircraft,8.0
Russia,Iraq,2005.0,1,10.0,transport helicopter,3.0
Italy,Iraq,2006.0,1,4.0,patrol craft,2.0
France,Iraq,1983.0,1,5.0,FGA aircraft,8.0
United States,Iraq,2007.0,1,1.0,light transport aircraft,2.0
Jordan,Iraq,2004.0,1,50.0,IFV,5.0
Jordan,Iraq,2004.0,2,16.0,helicopter,3.0
Bulgaria,Iraq,2014.0,1,18.0,towed gun,3.0
United States,Iraq,2009.0,2,6.0,transport aircraft,3.0
United States,Iraq,2014.0,1,8.0,ARV,2.0
United States,Iraq,2014.0,1,6.0,tank,8.0
Germany,Iraq,2014.0,2,15.0,APC,3.0
United States,Iraq,2014.0,1,1500.0,anti-tank missile/ASM,5.0
Germany,Iraq,2015.0,1,5.0,APC,3.0
Germany,Iraq,2015.0,1,200.0,anti-tank missile,5.0
Hungary,Iraq,2004.0,1,77.0,tank,8.0
United States,Iraq,2019.0,1,1.0,air search radar,3.0
UAE,Iraq,2004.0,1,5.0,light helicopter,2.0
Ukraine,Iraq,2009.0,2,6.0,transport aircraft,3.0
United Kingdom,Iraq,2004.0,1,72.0,APV,3.0
United States,Iraq,2007.0,3,12.0,trainer/light aircraft,2.0
United States,Iraq,2009.0,2,15.0,trainer aircraft,2.0
Finland,Ireland,1997.0,1,2.0,ship engine,2.0
Canada,Ireland,1997.0,1,1.0,OPV,2.0
Italy,Ireland,1997.0,2,2.0,naval gun,3.0
New Zealand,Ireland,2022.0,1,2.0,patrol craft,2.0
United Kingdom,Ireland,1980.0,4,14.0,light tank,5.0
South Africa,Ireland,2008.0,1,27.0,APV,3.0
United States,Ireland,2006.0,2,2.0,MP aircraft radar,3.0
Switzerland,Ireland,2008.0,1,95.0,mortar,2.0
United States,Ireland,1991.0,1,4.0,aircraft engine,2.0
Germany,Ireland,2005.0,1,15.0,vehicle engine,2.0
Italy,Ireland,2006.0,1,2.0,helicopter,3.0
Italy,Ireland,2004.0,2,4.0,helicopter,3.0
Netherlands,Ireland,2002.0,1,8.0,fire control radar,3.0
United States,Ireland,1982.0,1,5.0,MP aircraft radar,3.0
Germany,Ireland,2005.0,1,2.0,light helicopter,2.0
Switzerland,Ireland,2003.0,1,8.0,trainer aircraft,2.0
Canada,Ireland,2000.0,1,1.0,OPV,2.0
United Kingdom,Ireland,1997.0,1,12.0,towed gun,3.0
France,Ireland,1963.0,2,3.0,light helicopter,2.0
Spain,Ireland,1991.0,1,2.0,maritime patrol aircraft,3.0
Sweden,Ireland,1985.0,1,1.0,air search radar,3.0
Italy,Ireland,1976.0,1,10.0,trainer aircraft,2.0
United Kingdom,Ireland,1970.0,1,2.0,minesweeper,2.0
France,Ireland,1982.0,1,5.0,helicopter,3.0
France,Ireland,1978.0,1,1.0,light helicopter,2.0
United Kingdom,Ireland,1979.0,1,1.0,light transport aircraft,2.0
Canada,Ireland,2019.0,1,4.0,aircraft engine,2.0
Finland,Ireland,2010.0,2,4.0,ship engine,2.0
